clonesize,honeybee,AverageOfUpperTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield,CEII
25.0,0.5,64.7,45.8,1.0,0.1,0.536899811,0.467854471,38.23520379,6747.597792,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.476364762,0.420400914,33.95797729,5867.997216,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.46082121,0.405976473,32.68039834,5628.882801,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.48180056,0.443504,35.39214139,5715.008404,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.470643424,0.437265704,34.70241183,5234.746964,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.442693354,0.398804938,31.85521692,5016.741592,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.384610827,0.376874346,29.3286186,4167.451239,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.506260198,0.453119748,36.54784977,6117.4759,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.539747718,0.470852882,38.60776797,6826.208733,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.483805569,0.445308404,35.72248781,5632.459174,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.519184034,0.460180133,37.30376378,6325.266131,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.467156853,0.435851115,34.48550991,5424.123512,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.386657299,0.40030353,30.68558673,4200.973747,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.394441163,0.402728888,31.0382623,4178.772056,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.340063353,0.381767872,28.76356526,3519.431306,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.50706065,0.450498441,36.04777028,6239.533493,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.541564813,0.470719039,38.54027918,7071.615319,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.463039338,0.408171177,32.69048728,5462.133945,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.473688611,0.416085184,33.60534043,5948.114471,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.476807761,0.438231396,34.74417997,5429.681612,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.483671436,0.442952601,35.37114225,5381.272664,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.455795758,0.409760795,32.74377319,5395.33158,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.402838656,0.379342921,29.83315835,4460.914573,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.502106031,0.451986086,36.3572405,6102.762823,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.511413154,0.454080207,36.54153349,6109.850467,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.467905283,0.437062839,34.69390641,5453.993821,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.492814967,0.446434723,35.61618557,5773.008415,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.447040787,0.425532717,33.3649925,4930.619033,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.372318474,0.394461774,30.13586876,3764.319732,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.363981224,0.388819023,29.52823594,3937.915393,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.320564713,0.372338285,27.71977169,3238.028147,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.497274998,0.450749828,36.36293728,5964.791108,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.527189908,0.463020067,37.62977375,6526.988187,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.459358436,0.41015323,33.07391322,5552.723871,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.460126356,0.407704613,32.81456057,5575.394471,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.466297848,0.434276914,34.33876109,5299.661325,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.449877074,0.42727728,33.52074419,4968.601171,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.429000524,0.391211231,31.07883034,4936.01177,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.370946044,0.364725785,28.23425966,3895.62684,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.498729997,0.448463132,35.88512085,5767.178357,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.477940817,0.41827206,33.97729329,6015.224564,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.49154744,0.448887241,36.03604274,5912.433762,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.488047919,0.442789316,35.20741312,5637.984297,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.463187081,0.433693695,34.31778045,5018.45303,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.379102775,0.39728943,30.35778147,4162.761559,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.378833119,0.395893563,30.29666322,4278.763209,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.340822336,0.379871916,28.43820263,3322.946202,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.50476135,0.451905492,36.41565722,6237.206052,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.532728714,0.466474508,38.0603745,6801.49205,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.450822025,0.401931944,32.31099546,5336.974729,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.475118209,0.418867231,34.0430221,5722.576764,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.47771355,0.439422701,34.87061011,5602.022929,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.473458531,0.437681481,34.72483444,5439.421503,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.426173511,0.388167887,30.79835142,4924.357362,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.384981338,0.373856466,29.08514833,4112.893488,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.520180895,0.460264893,37.25789282,6320.961115,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.532303678,0.464892019,37.78237359,6520.897596,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.496598201,0.447853006,35.82485206,5970.681858,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.504435443,0.452484359,36.43078186,6072.83443,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.460205797,0.431122059,33.94201411,5128.163506,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.40294843,0.409260571,31.70230081,4387.741853,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.404225284,0.407940293,31.60733169,4576.100711,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.334593591,0.377566465,28.28286806,3244.329258,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.518626455,0.460895865,37.45346655,6370.898867,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.53990422,0.468904437,38.34178123,7293.53617,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.469150447,0.415270878,33.59602928,5892.160998,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.461465413,0.405558182,32.60317761,6058.648764,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.492545864,0.447536765,35.88401108,5503.095831,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.480072982,0.440375173,34.97131513,5496.085062,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.459087683,0.406869398,32.70643359,5663.065794,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.398218446,0.381184884,29.80390835,4336.100956,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.494493206,0.445587455,35.56261102,5942.421625,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.521119725,0.457845739,36.94898618,6595.456285,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.474009658,0.439040667,34.89580066,5333.973572,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.498952193,0.448946243,36.01355721,6132.417383,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.442626748,0.424874062,33.28480863,5042.640339,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.386518419,0.399983862,30.65269019,4125.757119,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.36099568,0.388860282,29.55801912,3828.16556,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.32833671,0.37718413,28.21340501,3447.082101,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.496019026,0.445284233,35.48354994,6292.429621,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.533393093,0.465952713,37.87016972,6619.846953,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.458246439,0.405898222,32.59242207,5628.710525,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.451291733,0.400102144,31.92881551,5781.859649,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.4693892,0.433737787,34.13758465,5330.062031,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.447115975,0.425331523,33.31178956,4899.118995,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.429580755,0.391524096,31.10161493,4945.794431,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.38895631,0.376880162,29.28433587,4282.700632,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.509782413,0.455453173,36.81018683,6202.327017,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.523276949,0.459464772,37.20361319,6306.550622,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.479965751,0.437359742,34.53114233,5514.667479,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.509001253,0.455135389,36.69768447,6079.085257,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.454725217,0.427937649,33.55813441,5046.457343,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.392583006,0.401719969,30.80685608,4232.762305,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.383581787,0.395502524,30.27497178,3948.986911,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.343963231,0.381851426,28.79344014,3502.082918,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.498218761,0.450786211,36.39193423,6107.382466,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.5143032,0.454917386,36.6742427,6157.054843,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.465538066,0.419747673,33.84707944,5556.374604,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.464824509,0.408038131,32.66436708,5741.314175,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.484089347,0.442111609,35.27931173,5529.066137,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.468832886,0.436865942,34.62804711,5538.913011,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.439101795,0.398255665,31.86729396,5178.270314,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.397461189,0.382602075,29.97539813,4323.930991,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.517993775,0.461801728,37.62889677,6182.750871,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.542163836,0.471828735,38.70569591,7004.015537,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.496270554,0.448256199,35.89837298,5750.881068,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.519208599,0.459101737,37.07093657,6493.472526,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.476126065,0.437922725,34.66515546,5393.564335,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.420206355,0.417915449,32.71791783,4808.609022,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.400444088,0.403128905,31.08154655,4572.126366,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.350874635,0.384432592,29.05187144,3511.537898,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.506793789,0.45230956,36.43643589,6493.637124,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.529779854,0.463982188,37.77937909,6880.775896,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.462996546,0.405525072,32.79766623,5684.143505,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.452394363,0.401162763,32.02764698,5732.24032,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.4965362,0.451036893,36.28998253,6135.699979,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.479449351,0.43910209,34.86353984,5720.723161,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.451103585,0.402855862,32.40278346,5455.118908,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.38581266,0.375406416,29.13659362,4245.285732,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.490242145,0.443889013,35.43484314,5772.910164,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.523845567,0.460305334,37.27729673,6521.291119,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.476911433,0.438586418,34.77712169,5498.438442,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.502398084,0.453649741,36.60011315,6019.262475,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.454381334,0.42782472,33.55926075,5236.03334,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.395387929,0.403476889,31.06245643,4305.511821,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.386011221,0.397661192,30.5255093,4056.834271,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.334220017,0.377888031,28.28409524,3501.179921,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.514086408,0.456066643,36.83081961,6397.355689,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.510668562,0.452680279,36.3863589,6279.338501,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.458581988,0.408444733,32.78937613,5834.98164,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.46424992,0.409987805,33.0201908,5902.33288,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.477641079,0.439395296,34.89511705,5639.445205,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.461575073,0.431142084,34.0390339,5005.329973,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.41985138,0.383219703,30.22351864,4867.94772,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.408797854,0.389204379,30.73453761,4574.813873,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.506346175,0.452100321,36.3623002,6190.665974,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.51425307,0.453028369,36.40698205,6254.655109,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.488876344,0.445474763,35.59821657,5696.026057,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.507115625,0.451012573,36.14878201,6315.233209,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.460510431,0.430077888,33.85831713,5492.81699,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.39936701,0.406618165,31.38338142,4320.874157,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.407072571,0.409248903,31.78225878,4587.385566,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.354086468,0.388135964,29.37301155,3712.997856,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.508296527,0.45370258,36.57388769,6301.034422,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.532482559,0.465680233,37.90850822,6752.016952,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.444479717,0.395435754,31.64262219,5388.50369,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.470593127,0.411220309,33.16394425,5931.752803,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.49368953,0.447157374,35.80706195,5837.215029,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.468192461,0.435692713,34.5553911,5154.975914,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.466109593,0.414753539,33.28905228,5932.239093,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.390657895,0.37863215,29.46743356,4163.823044,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.517170184,0.456752669,36.82658691,6155.896087,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.539252868,0.469978321,38.48035199,6994.248011,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.492809568,0.444139023,35.34533175,5649.03716,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.52380127,0.463058596,37.69400303,6515.261449,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.469631675,0.434132503,34.2751629,5498.583951,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.421629852,0.414272565,32.15868546,4584.453554,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.403217329,0.404869033,31.23191007,4218.327986,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.362183686,0.388821721,29.37060684,3680.560247,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.509158377,0.450886886,36.13019216,6236.707106,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.53255682,0.467558508,38.1617313,7005.038599,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.464972316,0.413380913,33.34012862,6013.407593,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.478000734,0.41951938,34.20555034,6260.473628,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.490016595,0.445717779,35.64822051,5830.89362,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.485548321,0.440675594,35.02172542,5531.351743,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.452690306,0.401506621,32.27459053,5495.365345,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.41545835,0.392836179,31.10253472,4865.399969,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.525063322,0.461903766,37.52274536,6235.452776,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.551264467,0.478135139,39.4849869,6821.808099,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.52332906,0.463275619,37.72210168,6328.893321,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.53513718,0.469892556,38.52587501,6528.79888,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.482854142,0.445484498,35.70587779,5428.106015,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.421448998,0.414830175,32.16492155,4558.980717,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.391627198,0.402226397,31.02327724,4062.739528,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.358261487,0.388145286,29.38856018,3396.729889,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.534251703,0.467723959,38.19630554,6503.272041,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.559215109,0.479010781,39.47518677,7085.063077,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.492994856,0.427177542,34.94019505,5791.456731,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.507541905,0.43494618,35.93380223,6251.611839,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.521414646,0.462795445,37.71251297,6409.140005,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.504169517,0.453131061,36.43071573,5794.891846,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.470881648,0.413625114,33.87425241,5569.139254,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.434666745,0.401067837,31.93547883,4858.240729,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.542831206,0.471592749,38.72243878,6575.592668,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.564904359,0.486003684,40.41794736,6998.378752,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.51884433,0.461179325,37.405241,6226.285142,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.538550337,0.473993739,39.09961353,6643.901898,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.498058212,0.453507667,36.68258785,5946.158422,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.434546355,0.424380104,33.43397592,4696.443943,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.41016336,0.410575532,31.79765098,4560.22361,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.378917495,0.399556226,30.68026439,3983.097848,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.542170237,0.471161461,38.69800786,6992.823141,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.568853507,0.485912698,40.35118636,7536.096872,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.499992838,0.431448682,35.55891105,6491.223531,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.502785174,0.430113965,35.52053432,6702.780378,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.520587192,0.46326367,37.74750888,6263.807879,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.515012624,0.459420676,37.21402074,5966.711278,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.478469338,0.421839609,34.26003436,5695.564416,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.430443779,0.402182926,32.09005649,4737.639245,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.546003143,0.475965002,39.18675925,6580.396963,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.571708025,0.491813116,41.21921269,7628.6476,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.531583632,0.465366894,37.90930402,6465.372048,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.552071106,0.476382696,39.23039094,6903.873395,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.511522719,0.460322355,37.44044874,6020.87569,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.446141264,0.426437069,33.44212024,5004.154338,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.437424398,0.423861178,33.3532206,4913.222919,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.390063566,0.402362581,30.87322424,4010.552148,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.548367299,0.47767525,39.46756134,6958.174787,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.576561833,0.490467439,40.84711944,7804.627951,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.499125312,0.430330293,35.22201111,6493.258285,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.495987728,0.424657113,35.16668937,6449.041569,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.524563481,0.463821541,37.75813832,6327.008075,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.51175153,0.459224426,37.29886067,5919.430755,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.48638367,0.423927032,34.87598919,6060.641491,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.425634435,0.392668897,31.13021301,4789.596969,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.524635459,0.464066853,37.78638255,6412.473451,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.558537787,0.480847944,39.8226933,7117.950381,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.520756415,0.460795368,37.38218685,6274.934837,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.525947983,0.46389552,37.72398079,6422.922094,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.489635345,0.445497348,35.6026819,5645.146626,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.422547698,0.416785571,32.5057415,4493.644089,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.410849197,0.409862936,31.86773783,4489.22384,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.37680364,0.39617025,30.15219795,3748.465467,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.53427161,0.464165541,37.70659201,6608.041629,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.566355374,0.483787993,39.98873363,7565.211237,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.487117428,0.423053154,34.5252582,5911.49359,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.500207249,0.431267232,35.31400484,6543.971817,-0.7729628664842818
25.0,0.5,64.7,45.8,24.0,0.39,0.508275418,0.455880077,36.80735327,5916.862241,0.12598581026959388
25.0,0.5,64.7,45.8,34.0,0.56,0.493693466,0.447597174,35.84349356,5597.022161,0.3321845427179959
25.0,0.5,58.2,41.2,24.0,0.39,0.479826829,0.424609234,34.83881461,5739.680287,-0.2987057818529572
25.0,0.5,58.2,41.2,34.0,0.56,0.42213693,0.394711432,31.11988062,4641.001514,-0.09250704940455512
25.0,0.5,71.9,50.8,16.0,0.26,0.553663086,0.478760617,39.50571347,6948.2288,0.42703729861905704
25.0,0.5,71.9,50.8,1.0,0.1,0.566413581,0.486368192,40.45342047,7236.090253,0.11773919994645407
25.0,0.5,79.0,55.9,16.0,0.26,0.527591617,0.464639165,37.78228845,6327.477365,0.8944221534230923
25.0,0.5,79.0,55.9,1.0,0.1,0.562619298,0.485752533,40.40291611,7071.833949,0.5851240547504895
25.0,0.5,71.9,50.8,24.0,0.39,0.502979625,0.450692194,36.16966007,5755.700162,0.5919962845777786
25.0,0.5,71.9,50.8,34.0,0.56,0.440473059,0.427430828,33.749712,4926.279024,0.7981950170261807
25.0,0.5,79.0,55.9,24.0,0.39,0.425493214,0.418732102,32.85641894,4575.769909,1.059381139381814
25.0,0.5,79.0,55.9,34.0,0.56,0.395911623,0.408088064,31.67018669,4201.435956,1.265579871830216
25.0,0.5,64.7,45.8,16.0,0.26,0.550864261,0.476928353,39.33656697,6909.429998,-0.038973175689127726
25.0,0.5,64.7,45.8,1.0,0.1,0.551234401,0.477126551,39.33251373,6842.760562,-0.3482712743617307
25.0,0.5,58.2,41.2,16.0,0.26,0.477123825,0.416309732,33.99420814,5865.384715,-0.4636647678116787
25.0,0.5,58.2,41.2,1.0,0.1,0.496618271,0.424803532,34.76957798,6467.654764,-0.7729628664842818
